"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2016	2016-12-19	36"
"E3901N	[E3901N] SERVIZIO SOCIALE	2016	2016-12-19	38"
"E4001N	[E4001N] SOCIOLOGIA	2016	2016-12-19	1"
"F4901N	[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE	2016	2016-12-19	1"
"F5101P	[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA	2016	2016-12-19	39"
"F6302N	[F6302N] MANAGEMENT E DESIGN DEI SERVIZI	2016	2016-12-19	35"
"F7501Q	[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO	2016	2016-12-19	1"
"F8701N	[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI	2016	2016-12-19	7"
"F8801N	[F8801N] SOCIOLOGIA	2016	2016-12-19	12"
"H4101D	[H4101D] MEDICINA E CHIRURGIA	2016	2016-12-19	58"
"H4601D	[H4601D] ODONTOIATRIA E PROTESI DENTARIA	2016	2016-12-19	13"
"I0101D	[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE)	2016	2016-12-19	11"
"I0201D	[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA)	2016	2016-12-19	24"
"I0202D	[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA)	2016	2016-12-19	1"
"I0301D	[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE)	2016	2016-12-19	12"
"I0302D	[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO)	2016	2016-12-19	15"
"I0303D	[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )	2016	2016-12-19	3"
"K0101D	[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE	2016	2016-12-19	2"
"E1601N	[E1601N] SCIENZE DELL'ORGANIZZAZIONE	2016	2016-12-20	4"
"E2004P	[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE	2016	2016-12-20	38"
"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2016	2016-12-20	9"
"E3901N	[E3901N] SERVIZIO SOCIALE	2016	2016-12-20	34"
"E4001N	[E4001N] SOCIOLOGIA	2016	2016-12-20	68"
"F0802Q	[F0802Q] BIOTECNOLOGIE INDUSTRIALI	2016	2016-12-20	19"
"F5301Q	[F5301Q] SCIENZA DEI MATERIALI	2016	2016-12-20	11"
"F7501Q	[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO	2016	2016-12-20	2"
"F8701N	[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI	2016	2016-12-20	1"
"E0201Q	[E0201Q] BIOTECNOLOGIE	2016	2016-12-21	1"
